Qty,PartNumber,ID_Number,Manf,Manf PN,Description
5,FTS-102-01-L-SV,CON-50 2 E1,Samtec,FTS-102-01-L-SV,"Con 2 pin 50 mil 1x2 str male, surface mnt, 0.120"" post height Samtec FTS-102-01-L-SV"
5,FTSH-102-04-F-DV,CON-50 4 N7,Samtec,FTSH-102-04-F-DV,"Con 4 pin 50 mil 2x2 str male, surface mnt, 0.150"" post height Samtec FTSH-102-04-F-DV"
