Qty,PartNumber,ID_Number,Manf,Manf PN,Description
"1","N9923A-106","TEST-EQUIP VNA K6","Keysight","N9923A-106","VNA Fieldfox N9923A-106 (used) 6GHz Keysight N9923A-106"
